29/11/2017 18:18:40	O Pequeno Príncipe - Antoine de Saint-Exupéry	Sage, o protagonista e outros três garotos com histórias semelhantes à dele são “reunidos” por Conner para avaliar quem melhor parecia um príncipe capaz de salvar um reino.   	1	20	Estudante	Sudeste	Feminino		9422932
29/11/2017 18:27:02	Crepúsculo - Stephenie Meyer	Sem dúvida, de todos os mitos universais criados pela literatura, o mais popular e com o maior número de seguidores em todo mundo é o do imortal senhor das trevas: o conde Drácula.	5	20	Estudante	Sudeste	Feminino		9422932
29/11/2017 18:50:44	A Menina que Roubava Livros - Markus Zusak	O filme se passa em 1939, quando a guerra é declarada, mostrando Turing, em uma entrevista de emprego.Assim, ele entra na equipe que busca decodificar as mensagens nazistas.	5	20	Estudante	Sudeste	Feminino		9422932
29/11/2017 18:57:51	Harry Potter e a Câmara Secreta - J.K. Rowling	Newt Scamander pisa em terras americanas após uma longa viagem de navio, tudo o que leva consigo é uma misteriosa mala de mão que desperta a atenção dos fiscais de imigração.	5	20	Estudante	Sudeste	Feminino		9422932
29/11/2017 19:04:04	O Mar de Monstros - Rick Riordan	A obra refaz toda a trajetória da tripulação e dos temores de Velasco em voltar para casa no imprevisível mar do Caribe. O protagonista luta pela sobrevivência ao lado dos colegas.	5	20	Informática Biomédica	Sudeste	Feminino		9422932
29/11/2017 19:09:57	Jogos Vorazes - Suzanne Collins	Thomas é um jovem que acorda em uma caixa de metal com a memória apagada e, aos poucos, percebe que está em um elevador de carga.	5	20	Estudante	Sudeste	Feminino		9422932
02/12/2017 01:11:49	A Culpa é das Estrelas - John Green	O livro se baseia em um relato pessoal de uma adolescente asiática que sofre de uma doença autoimune viral, a Hazel, que vive com os pais em uma pacata cidade pequena e tem sua vida girando em torno de grupos de apoio e atendimentos hospitalares. Assim em uma destas reuniões conheceu um novo grupo de pessoas, das quais aproximou mais de um garoto que se tornou cego devido ao câncer além de se apaixonar por um outro garoto, o Gus, que era sobrevivente de câncer. Juntos os três viveram diversas aventuras, das quais pela insistência de Gus, os dois foram se aproximando e saindo juntos a parques, na casa um do outro e por fim se assumiram como namorados. Como sobrevivente de um câncer terminal, fez um pedido a Fundação Wish americana para leva-los a europa para que Hazel possa conhecer o seu escritor favorito. Durante a viagem conheceram toda Londres, passearam por todos os pontos turísticos. Mesmo com todas as mudanças climáticas e contato com vários agentes externos, ela conseguiu superar as delimitações da sua doença. Quando conheceram o escritor, Dan Brown, ele foi amável e respondeu todas as perguntas que eles tinham e lhes contou todos os seus planos futuros de publicações. Na volta deles aos Estados Unidos, Gus descobriu que contraiu a doença de Hazel porém com prognósticos melhores dado sua descoberta rápida, assim com o tratamento contínuo por drogas anti-virais ele melhorou e casaram, o livro termina com eles planejando o casamento. 	5	21	Estudante	Centro-Oeste	Masculino		8910837
02/12/2017 01:25:03	Dom Casmurro - Machado de Assis	O livro conta pela ótica de Capitu como Bentinho cresceu no interior de Minas Gerais e se tornou o homem de sua vida. Partindo da descrição meticulosa da vizinhança pela qual moravam ainda quando pequenos, foi para uma descrição real sobre o meio familiar. Na primeira parte o narrador foca na infância destes dois, e como eram próximos e como eram muito briguentos , como suas brigas ocorriam e como sempre afetavam os aspectos familiares. Já segunda parte mostra como suas vidas seguiram caminhos diferentes, ele para o seminário, e ela para Portugal, ainda nesta parte conta sobre os diversos amores que ela teve. Já na terceira e última parte foca em como ambos se reencontraram e toda as brigas e afastamento que tinham se tornaram afeto que culminou no casamento e na geração de um filho fruto deste amor.	4	21	Estudante	Centro-Oeste	Masculino		8910837
02/12/2017 01:50:20	Crepúsculo - Stephenie Meyer	Conta a história de uma moça, Catarina, que se muda para uma cidade pequena no interior do estado de Washington nos Estados Unidos, na qual se vê entre uma guerra mitológica entre os vampiros nativo-americanos e os lobisomens vindos da Europa. O livro começa com uma moça ingênua se adaptando a nova cidade e começando a fazer novas amizades na sua nova escola e fica apaixonada por uma outra menina da sala muito misteriosa, Hela. Mais tarde Catarina é salva por Hela de um acidente, mas assim que começou a escurecer e a lua surgiu Hela desapareceu sem deixar rastros. Catarina muito confusa começou a procurar mais histórias sobre Hela e de pessoas como ela, assim encontrando características muito próximas as de um lobisomem. Após um certo tempo, Catarina confrontou Hela sobre sua origem e aí se confirmou sua linhagem sanguínea próxima as de lobos, ao mesmo tempo começa a surgir vampiros em busca de sangue humano, o da Catarina, assim começa uma luta corpo a corpo entre os vampiros e Hela. Quando o confronto termina, Hela leva Catarina para casa e ali ambas assumem o amor e fascínio uma pela outra, a autora segue então descrevendo uma cena romântica do primeiro beijo de ambas as personagens, além de já levantar possíveis rixas internas na família de Hela quanto ao seu relacionamento com Catarina, e o livro termina abruptamente dando a entender que existirá uma continuação.	2	21	Estudante	Centro-Oeste	Masculino		8910837
02/12/2017 02:06:33	Harry Potter e a Pedra Filosofal - J.K. Rowling	A história gira em torno de um menino bruxo, Harry Potter, criado por seus avós, que descobre na sua herança familiar uma pedra com poderes mágicos, dado diretamente pelos seus pais porém só o recebe quando faz 13 anos. Primeiro a autora constrói todo o universo mágico para sustentar a narrativa, primeiramente demonstrando sobre o cotidiano da vida no mundo mágico, para isto o seu mordomo, Hagride, o leva ao Beco Diagonal, no qual compram vários materiais mágicos necessários para o ano letivo na escola mágica na qual irá ingressar, assim compram uma vassoura voadora, varinha mágica, coruja, materiais para poções mágicas, entre outras coisas. Depois visitam o grande banco bruxo de Gringotts para reaver sua herança, e logo de cara percebe que esta pedra tem um grande valor mágico dado a atenção que esta causa nas outras pessoas. Seguem então ao castelo mágico de Hoggwarts no qual estudará vários anos sobre magia e bruxaria, lá desdobra uma nova versão da magia deste universo ja que é demonstrado vários encantamentos e possíveis aplicações da mágica no mundo material. Ao longo do ano letivo Harry conhece um professor que o chama a atenção negativamente, o professor Snape. Ele causa grande medo nos alunos e tem uma afixação fora do normal por Harry, e ao longo da história este se mostra como vilão querendo roubar a pedra, e assim após uma batalha feroz contra o bruxo das trevas, Snape é destruido, e Harry sai vitorioso e com a posse da pedra filosofal.	5	21	Estudante	Centro-Oeste	Masculino		8910837
02/12/2017 02:32:10	O Código Da Vinci (The Da Vinci Code) - Dan Brown	O livro demonstra sobre a rixa da igreja católica aqui representada pela Opus Dei contra os cavaleiros templários, na qual estes possuem a prova terrestre de que Deus em toda a mitologia católica possui sim uma face humana e não somente divida como é descrita na Bíblia. Tal rixa começa no assassinato do curador do museu do Luvré, em Paris, morto brutalmente e deixado nos corredores do museu com uma série de simbologias, para desvendá-las, o maior simbologista do mundo foi chamado, Robert Langdom, Após a investigação das obras de Da Vinci e o achado do Criptex, que é o dispositivo proposto pelo mesmo capaz de guardar uma mensagem secreta no seu interior, e só demos de colocar corretamente a palavra chave é que se pode abrir seu conteúdo. Assim encontram um poema descrevendo a tumba de María madalena, a suposta esposa de Jesus Cristo. Seguindo os rastros do Poema ele foi levado a Abadia onde supostamente havia enterrado seu corpo, lá encontrou todos os registos da família de Jesus no mundo e descobriu que Langdom era o único descendente vivo de Cristo na Terra. Assim após se tornar alvo de toda a rixa e ainda seguindo a simbologia de Maria,  encontra a tumba se María no próprio Luvré, e dissemina todos estes anos de conhecimento pela mídia assim enfraquecendo a Opus Dei e desmascarando toda a crença católica falsa proposta por 1500 anos de alienação ao povo.	5	21	Estudante	Centro-Oeste	Masculino		8910837
03/12/2017 13:21:37	Harry Potter e a Pedra Filosofal - J.K. Rowling	Conheça Harry, filho de Tiago e Lílian Potter, feiticeiros que o abandonaram quando ele ainda era um bebê. Com isso, o menino acaba sendo levado para a casa dos tios que o amavam incondicionalmente. Até os 10 anos, Harry foi uma espécie de queridinho: mimado pelos tios, comprava sempre roupas novas, tinha óculos de marca e era tratado como rei. No dia de seu aniversário de 11 anos, entretanto, ele é forçado a participar de um mundo mágico e acaba indo contra a sua vontade.	5	25	Estudante	Sudeste	Masculino		8532206
